Nom de la commune;Code département;Population totale;
L' Abergement-Clémenciat;01;785;
L' Abergement-de-Varey;01;244;
Ambérieu-en-Bugey;01;14 518;
Ambérieux-en-Dombes;01;1 705;
Ambléon;01;116;
Ambronay;01;2 788;
Ambutrix;01;763;
Andert-et-Condon;01;344;
Anglefort;01;1 142;
Apremont;01;394;
Aranc;01;330;
Arandas;01;151;
Arbent;01;3 470;
Arbigny;01;466;
Arboys en Bugey;01;656;
Argis;01;452;
Armix;01;26;
Ars-sur-Formans;01;1 418;
Artemare;01;1 248;
Asnières-sur-Saône;01;66;
Attignat;01;3 336;
Bâgé-Dommartin;01;4 191;
Bâgé-le-Châtel;01;971;
Balan;01;2 920;
Baneins;01;606;
Béard-Géovreissiat;01;1 066;
Beaupont;01;694;
Beauregard;01;908;
Béligneux;01;3 345;
Bellegarde-sur-Valserine;01;11 965;
Belley;01;9 542;
Belleydoux;01;326;
Bellignat;01;3 852;
Belmont-Luthézieu;01;606;
Bénonces;01;298;
Bény;01;783;
Béon;01;472;
Béréziat;01;501;
Bettant;01;771;
Bey;01;290;
Beynost;01;4 674;
Billiat;01;626;
Birieux;01;289;
Biziat;01;866;
Blyes;01;1 017;
Bohas-Meyriat-Rignat;01;915;
La Boisse;01;3 074;
Boissey;01;345;
Bolozon;01;90;
Bouligneux;01;325;
Bourg-en-Bresse;01;43 454;
Bourg-Saint-Christophe;01;1 353;
Boyeux-Saint-Jérôme;01;360;
Boz;01;525;
Brégnier-Cordon;01;868;
Brénaz;01;106;
Brénod;01;544;
Brens;01;1 196;
Bressolles;01;912;
Brion;01;523;
Briord;01;1 004;
Buellas;01;1 814;
La Burbanche;01;71;
Ceignes;01;264;
Cerdon;01;798;
Certines;01;1 573;
Cessy;01;4 955;
Ceyzériat;01;3 203;
Ceyzérieu;01;1 038;
Chalamont;01;2 438;
Chaleins;01;1 329;
Chaley;01;138;
Challes-la-Montagne;01;195;
Challex;01;1 467;
Champagne-en-Valromey;01;850;
Champdor-Corcelles;01;672;
Champfromier;01;744;
Chanay;01;647;
Chaneins;01;913;
Chanoz-Châtenay;01;851;
La Chapelle-du-Châtelard;01;392;
Charix;01;295;
Charnoz-sur-Ain;01;951;
Château-Gaillard;01;2 138;
Châtenay;01;342;
Châtillon-en-Michaille;01;3 656;
Châtillon-la-Palud;01;1 649;
Châtillon-sur-Chalaronne;01;5 095;
Chavannes-sur-Reyssouze;01;764;
Chaveyriat;01;1 036;
Chavornay;01;230;
Chazey-Bons;01;1 113;
Chazey-sur-Ain;01;1 549;
Cheignieu-la-Balme;01;142;
Chevillard;01;162;
Chevroux;01;974;
Chevry;01;1 700;
Chézery-Forens;01;471;
Civrieux;01;1 684;
Cize;01;174;
Cleyzieu;01;137;
Coligny;01;1 212;
Collonges;01;2 272;
Colomieu;01;132;
Conand;01;122;
Condamine;01;451;
Condeissiat;01;832;
Confort;01;631;
Confrançon;01;1 360;
Contrevoz;01;515;
Conzieu;01;154;
Corbonod;01;1 290;
Corlier;01;114;
Cormaranche-en-Bugey;01;879;
Cormoranche-sur-Saône;01;1 153;
Cormoz;01;677;
Corveissiat;01;636;
Courmangoux;01;514;
Courtes;01;312;
Crans;01;267;
Cras-sur-Reyssouze;01;1 472;
Cressin-Rochefort;01;404;
Crottet;01;1 784;
Crozet;01;2 193;
Cruzilles-lès-Mépillat;01;880;
Culoz;01;3 109;
Curciat-Dongalon;01;448;
Curtafond;01;788;
Cuzieu;01;449;
Dagneux;01;4 768;
Divonne-les-Bains;01;9 692;
Dompierre-sur-Chalaronne;01;441;
Dompierre-sur-Veyle;01;1 185;
Domsure;01;488;
Dortan;01;1 890;
Douvres;01;1 078;
Drom;01;222;
Druillat;01;1 175;
Échallon;01;780;
Échenevex;01;2 247;
Étrez;01;835;
Évosges;01;148;
Faramans;01;813;
Fareins;01;2 253;
Farges;01;1 028;
Feillens;01;3 372;
Ferney-Voltaire;01;9 800;
Flaxieu;01;69;
Foissiat;01;2 100;
Francheleins;01;1 606;
Frans;01;2 388;
Garnerans;01;680;
Genouilleux;01;619;
Géovreisset;01;937;
Gex;01;12 894;
Giron;01;184;
Gorrevod;01;882;
Grand-Corent;01;181;
Grièges;01;1 942;
Grilly;01;827;
Groissiat;01;1 256;
Groslée-Saint-Benoit;01;1 227;
Guéreins;01;1 461;
Haut Valromey;01;727;
Hautecourt-Romanèche;01;806;
Hauteville-Lompnes;01;3 755;
Hostiaz;01;88;
Illiat;01;632;
Injoux-Génissiat;01;1 181;
Innimond;01;101;
Izenave;01;166;
Izernore;01;2 318;
Izieu;01;244;
Jassans-Riottier;01;6 516;
Jasseron;01;1 814;
Jayat;01;1 179;
Journans;01;369;
Joyeux;01;277;
Jujurieux;01;2 228;
Labalme;01;214;
Lagnieu;01;7 234;
Laiz;01;1 252;
Lancrans;01;1 080;
Lantenay;01;278;
Lapeyrouse;01;336;
Lavours;01;133;
Léaz;01;734;
Lélex;01;229;
Lent;01;1 452;
Lescheroux;01;741;
Leyment;01;1 313;
Leyssard;01;157;
Lhôpital;01;50;
Lhuis;01;910;
Lochieu;01;95;
Lompnas;01;171;
Lompnieu;01;114;
Loyettes;01;3 175;
Lurcy;01;389;
Magnieu;01;495;
Maillat;01;645;
Malafretaz;01;1 213;
Mantenay-Montlin;01;317;
Manziat;01;2 035;
Marboz;01;2 272;
Marchamp;01;133;
Marignieu;01;180;
Marlieux;01;1 163;
Marsonnas;01;997;
Martignat;01;1 691;
Massieux;01;2 578;
Massignieu-de-Rives;01;627;
Matafelon-Granges;01;662;
Meillonnas;01;1 354;
Mérignat;01;130;
Messimy-sur-Saône;01;1 241;
Meximieux;01;7 800;
Mézériat;01;2 172;
Mijoux;01;352;
Mionnay;01;2 178;
Miribel;01;9 851;
Misérieux;01;2 195;
Mogneneins;01;802;
Montagnat;01;2 009;
Montagnieu;01;623;
Montanges;01;350;
Montceaux;01;1 218;
Montcet;01;689;
Le Montellier;01;301;
Monthieux;01;674;
Montluel;01;7 106;
Montmerle-sur-Saône;01;3 877;
Montracol;01;1 073;
Montréal-la-Cluse;01;3 480;
Montrevel-en-Bresse;01;2 506;
Murs-et-Gélignieux;01;260;
Nantua;01;3 629;
Neuville-les-Dames;01;1 528;
Neuville-sur-Ain;01;1 773;
Les Neyrolles;01;648;
Neyron;01;2 556;
Niévroz;01;1 605;
Nivigne et Suran;01;816;
Nivollet-Montgriffon;01;120;
Nurieux-Volognat;01;1 054;
Oncieu;01;99;
Ordonnaz;01;147;
Ornex;01;4 564;
Outriaz;01;269;
Oyonnax;01;23 150;
Ozan;01;686;
Parcieux;01;1 220;
Parves et Nattages;01;960;
Péron;01;2 635;
Péronnas;01;6 580;
Pérouges;01;1 233;
Perrex;01;831;
Peyriat;01;168;
Peyrieu;01;877;
Peyzieux-sur-Saône;01;676;
Pirajoux;01;396;
Pizay;01;808;
Plagne;01;126;
Le Plantay;01;562;
Le Poizat-Lalleyriat;01;728;
Polliat;01;2 566;
Pollieu;01;167;
Poncin;01;1 729;
Pont-d'Ain;01;2 960;
Pont-de-Vaux;01;2 341;
Pont-de-Veyle;01;1 682;
Port;01;884;
Pougny;01;828;
Pouillat;01;90;
Prémeyzel;01;251;
Prémillieu;01;46;
Prévessin-Moëns;01;8 183;
Priay;01;1 746;
Ramasse;01;325;
Rancé;01;744;
Relevant;01;468;
Replonges;01;3 783;
Revonnas;01;951;
Reyrieux;01;4 800;
Reyssouze;01;993;
Rignieux-le-Franc;01;994;
Romans;01;598;
Rossillon;01;159;
Ruffieu;01;188;
Saint-Alban;01;183;
Saint-André-d'Huiriat;01;611;
Saint-André-de-Bâgé;01;764;
Saint-André-de-Corcy;01;3 293;
Saint-André-le-Bouchoux;01;385;
Saint-André-sur-Vieux-Jonc;01;1 154;
Saint-Bénigne;01;1 288;
Saint-Bernard;01;1 476;
Saint-Champ;01;157;
Saint-Cyr-sur-Menthon;01;1 801;
Saint-Denis-en-Bugey;01;2 319;
Saint-Denis-lès-Bourg;01;5 870;
Saint-Didier-d'Aussiat;01;892;
Saint-Didier-de-Formans;01;2 012;
Saint-Didier-sur-Chalaronne;01;2 898;
Saint-Éloi;01;458;
Saint-Étienne-du-Bois;01;2 531;
Saint-Étienne-sur-Chalaronne;01;1 576;
Saint-Étienne-sur-Reyssouze;01;575;
Saint-Genis-Pouilly;01;12 129;
Saint-Genis-sur-Menthon;01;481;
Saint-Georges-sur-Renon;01;224;
Saint-Germain-de-Joux;01;511;
Saint-Germain-les-Paroisses;01;438;
Saint-Germain-sur-Renon;01;239;
Saint-Jean-de-Gonville;01;1 763;
Saint-Jean-de-Niost;01;1 462;
Saint-Jean-de-Thurigneux;01;786;
Saint-Jean-le-Vieux;01;1 800;
Saint-Jean-sur-Reyssouze;01;746;
Saint-Jean-sur-Veyle;01;1 142;
Saint-Julien-sur-Reyssouze;01;702;
Saint-Julien-sur-Veyle;01;813;
Saint-Just;01;941;
Saint-Laurent-sur-Saône;01;1 780;
Saint-Marcel;01;1 328;
Saint-Martin-de-Bavel;01;443;
Saint-Martin-du-Frêne;01;1 100;
Saint-Martin-du-Mont;01;1 850;
Saint-Martin-le-Châtel;01;816;
Saint-Maurice-de-Beynost;01;4 005;
Saint-Maurice-de-Gourdans;01;2 590;
Saint-Maurice-de-Rémens;01;762;
Saint-Nizier-le-Bouchoux;01;697;
Saint-Nizier-le-Désert;01;933;
Saint-Paul-de-Varax;01;1 522;
Saint-Rambert-en-Bugey;01;2 357;
Saint-Rémy;01;1 022;
Saint-Sorlin-en-Bugey;01;1 212;
Saint-Sulpice;01;252;
Saint-Trivier-de-Courtes;01;1 103;
Saint-Trivier-sur-Moignans;01;1 865;
Saint-Vulbas;01;1 321;
Sainte-Croix;01;574;
Sainte-Euphémie;01;1 685;
Sainte-Julie;01;1 018;
Sainte-Olive;01;285;
Salavre;01;288;
Samognat;01;685;
Sandrans;01;531;
Sault-Brénaz;01;974;
Sauverny;01;1 061;
Savigneux;01;1 349;
Ségny;01;2 065;
Seillonnaz;01;141;
Sergy;01;2 084;
Sermoyer;01;707;
Serrières-de-Briord;01;1 280;
Serrières-sur-Ain;01;133;
Servas;01;1 273;
Servignat;01;176;
Seyssel;01;1 015;
Simandre-sur-Suran;01;689;
Sonthonnax-la-Montagne;01;330;
Souclin;01;273;
Sulignat;01;589;
Surjoux;01;79;
Sutrieu;01;210;
Talissieu;01;458;
Tenay;01;1 055;
Thézillieu;01;303;
Thil;01;1 095;
Thoiry;01;6 272;
Thoissey;01;1 740;
Torcieu;01;739;
Tossiat;01;1 403;
Toussieux;01;1 020;
Tramoyes;01;1 707;
La Tranclière;01;296;
Trévoux;01;7 055;
Val-Revermont;01;2 636;
Valeins;01;135;
Vandeins;01;698;
Varambon;01;543;
Vaux-en-Bugey;01;1 257;
Verjon;01;280;
Vernoux;01;324;
Versailleux;01;428;
Versonnex;01;2 241;
Vesancy;01;501;
Vescours;01;253;
Vésines;01;103;
Vieu;01;385;
Vieu-d'Izenave;01;716;
Villars-les-Dombes;01;4 711;
Villebois;01;1 169;
Villemotier;01;688;
Villeneuve;01;1 517;
Villereversure;01;1 338;
Villes;01;373;
Villette-sur-Ain;01;763;
Villieu-Loyes-Mollon;01;3 653;
Viriat;01;6 529;
Virieu-le-Grand;01;1 069;
Virieu-le-Petit;01;311;
Virignin;01;1 120;
Vongnes;01;77;
Vonnas;01;2 988;
Abbécourt;02;506;
Achery;02;608;
Acy;02;1 029;
Agnicourt-et-Séchelles;02;186;
Aguilcourt;02;399;
Aisonville-et-Bernoville;02;258;
Aizelles;02;123;
Aizy-Jouy;02;293;
Alaincourt;02;552;
Allemant;02;180;
Ambleny;02;1 217;
Ambrief;02;72;
Amifontaine;02;422;
Amigny-Rouy;02;754;
Ancienville;02;76;
Andelain;02;240;
Anguilcourt-le-Sart;02;320;
Anizy-le-Château;02;1 987;
Annois;02;370;
Any-Martin-Rieux;02;460;
Archon;02;92;
Arcy-Sainte-Restitue;02;409;
Armentières-sur-Ourcq;02;108;
Arrancy;02;54;
Artemps;02;370;
Assis-sur-Serre;02;231;
Athies-sous-Laon;02;2 655;
Attilly;02;381;
Aubencheul-aux-Bois;02;281;
Aubenton;02;667;
Aubigny-aux-Kaisnes;02;253;
Aubigny-en-Laonnois;02;108;
Audignicourt;02;117;
Audigny;02;284;
Augy;02;89;
Aulnois-sous-Laon;02;1 464;
Les Autels;02;58;
Autremencourt;02;172;
Autreppes;02;183;
Autreville;02;828;
Azy-sur-Marne;02;392;
Bagneux;02;72;
Bancigny;02;26;
Barenton-Bugny;02;559;
Barenton-Cel;02;123;
Barenton-sur-Serre;02;133;
Barisis-aux-Bois;02;756;
Barzy-en-Thiérache;02;327;
Barzy-sur-Marne;02;396;
Bassoles-Aulers;02;148;
Bazoches-sur-Vesles;02;466;
Beaumé;02;97;
Beaumont-en-Beine;02;176;
Beaurevoir;02;1 452;
Beaurieux;02;839;
Beautor;02;2 728;
Beauvois-en-Vermandois;02;283;
Becquigny;02;266;
Belleau;02;140;
Bellenglise;02;393;
Belleu;02;3 791;
Bellicourt;02;616;
Benay;02;210;
Bergues-sur-Sambre;02;219;
Berlancourt;02;114;
Berlise;02;117;
Bernot;02;457;
Berny-Rivière;02;664;
Berrieux;02;191;
Berry-au-Bac;02;660;
Bertaucourt-Epourdon;02;626;
Berthenicourt;02;204;
Bertricourt;02;170;
Berzy-le-Sec;02;399;
Besmé;02;160;
Besmont;02;156;
Besny-et-Loizy;02;369;
Béthancourt-en-Vaux;02;471;
Beugneux;02;110;
Beuvardes;02;754;
Bézu-le-Guéry;02;265;
Bézu-Saint-Germain;02;1 089;
Bichancourt;02;1 085;
Bieuxy;02;29;
Bièvres;02;86;
Billy-sur-Aisne;02;1 183;
Billy-sur-Ourcq;02;226;
Blanzy-lès-Fismes;02;115;
Blérancourt;02;1 325;
Blesmes;02;446;
Bohain-en-Vermandois;02;5 792;
Bois-lès-Pargny;02;206;
Boncourt;02;264;
Bonneil;02;391;
Bonnesvalyn;02;252;
Bony;02;140;
Bosmont-sur-Serre;02;201;
Bouconville-Vauclair;02;191;
Boué;02;1 332;
Bouffignereux;02;104;
Bouresches;02;209;
Bourg-et-Comin;02;838;
Bourguignon-sous-Coucy;02;105;
Bourguignon-sous-Montbavin;02;159;
La Bouteille;02;506;
Braine;02;2 272;
Brancourt-en-Laonnois;02;719;
Brancourt-le-Grand;02;587;
Brasles;02;1 518;
Bray-Saint-Christophe;02;68;
Braye;02;122;
Braye-en-Laonnois;02;218;
Braye-en-Thiérache;02;146;
Brécy;02;350;
Brenelle;02;200;
Breny;02;257;
Brie;02;54;
Brissay-Choigny;02;309;
Brissy-Hamégicourt;02;664;
Brumetz;02;216;
Brunehamel;02;477;
Bruyères-et-Montbérault;02;1 572;
Bruyères-sur-Fère;02;190;
Bruys;02;20;
Bucilly;02;196;
Bucy-le-Long;02;1 931;
Bucy-lès-Cerny;02;214;
Bucy-lès-Pierrepont;02;422;
Buire;02;890;
Buironfosse;02;1 166;
Burelles;02;134;
Bussiares;02;149;
Buzancy;02;191;
Caillouël-Crépigny;02;444;
Camelin;02;461;
La Capelle;02;1 894;
Castres;02;250;
Le Catelet;02;200;
Caulaincourt;02;149;
Caumont;02;571;
Celles-lès-Condé;02;85;
Celles-sur-Aisne;02;261;
Cerizy;02;67;
Cerny-en-Laonnois;02;65;
Cerny-lès-Bucy;02;116;
Cerseuil;02;90;
Cessières;02;454;
Chacrise;02;367;
Chaillevois;02;185;
Chalandry;02;252;
Chambry;02;853;
Chamouille;02;294;
Champs;02;286;
Chaourse;02;547;
La Chapelle-sur-Chézy;02;284;
Charly-sur-Marne;02;2 680;
Le Charmel;02;325;
Charmes;02;1 668;
Chartèves;02;362;
Chassemy;02;894;
Château-Thierry;02;15 262;
Châtillon-lès-Sons;02;85;
Châtillon-sur-Oise;02;130;
Chaudardes;02;87;
Chaudun;02;260;
Chauny;02;12 433;
Chavignon;02;841;
Chavigny;02;146;
Chavonne;02;207;
Chérêt;02;152;
Chermizy-Ailles;02;109;
Chéry-Chartreuve;02;399;
Chéry-lès-Pouilly;02;712;
Chéry-lès-Rozoy;02;84;
Chevennes;02;133;
Chevregny;02;192;
Chevresis-Monceau;02;365;
Chézy-en-Orxois;02;417;
Chézy-sur-Marne;02;1 395;
Chierry;02;1 113;
Chigny;02;157;
Chivres-en-Laonnois;02;377;
Chivres-Val;02;550;
Chivy-lès-Étouvelles;02;517;
Chouy;02;382;
Cierges;02;69;
Cilly;02;209;
Ciry-Salsogne;02;934;
Clacy-et-Thierret;02;323;
Clairfontaine;02;639;
Clamecy;02;229;
Clastres;02;656;
Clermont-les-Fermes;02;128;
Coincy;02;1 356;
Coingt;02;69;
Colligis-Crandelain;02;244;
Colonfay;02;83;
Commenchon;02;213;
Concevreux;02;285;
Condé-en-Brie;02;685;
Condé-sur-Aisne;02;370;
Condé-sur-Suippe;02;282;
Condren;02;720;
Connigis;02;330;
Contescourt;02;62;
Corbeny;02;773;
Corcy;02;313;
Coucy-la-Ville;02;288;
Coucy-le-Château-Auffrique;02;1 051;
Coucy-lès-Eppes;02;635;
Coulonges-Cohan;02;451;
Coupru;02;159;
Courbes;02;30;
Courboin;02;310;
Courcelles-sur-Vesle;02;360;
Courchamps;02;92;
Courmelles;02;1 839;
Courmont;02;142;
Courtemont-Varennes;02;335;
Courtrizy-et-Fussigny;02;66;
Couvrelles;02;200;
Couvron-et-Aumencourt;02;938;
Coyolles;02;367;
Cramaille;02;146;
Craonne;02;80;
Craonnelle;02;120;
Crécy-au-Mont;02;356;
Crécy-sur-Serre;02;1 528;
Crépy;02;1 896;
Crézancy;02;1 319;
Croix-Fonsomme;02;256;
La Croix-sur-Ourcq;02;110;
Crouttes-sur-Marne;02;655;
Crouy;02;2 948;
Crupilly;02;69;
Cuffies;02;1 832;
Cugny;02;606;
Cuirieux;02;160;
Cuiry-Housse;02;104;
Cuiry-lès-Chaudardes;02;78;
Cuiry-lès-Iviers;02;28;
Cuissy-et-Geny;02;73;
Cuisy-en-Almont;02;355;
Cutry;02;132;
Cys-la-Commune;02;142;
Cœuvres-et-Valsery;02;445;
Dagny-Lambercy;02;131;
Dallon;02;449;
Dammard;02;401;
Dampleux;02;415;
Danizy;02;639;
Dercy;02;398;
Deuillet;02;221;
Dhuizel;02;115;
Dhuys et Morin-en-Brie;02;830;
Dizy-le-Gros;02;775;
Dohis;02;99;
Dolignon;02;52;
Dommiers;02;296;
Domptin;02;674;
Dorengt;02;159;
Douchy;02;165;
Dravegny;02;139;
Droizy;02;75;
Dury;02;227;
Ébouleau;02;210;
Effry;02;334;
Englancourt;02;132;
Épagny;02;342;
Éparcy;02;37;
Épaux-Bézu;02;578;
Épieds;02;391;
L' Épine-aux-Bois;02;268;
Eppes;02;432;
Erlon;02;293;
Erloy;02;94;
Esquéhéries;02;868;
Essigny-le-Grand;02;1 062;
Essigny-le-Petit;02;354;
Essises;02;438;
Essômes-sur-Marne;02;2 858;
Estrées;02;419;
Étampes-sur-Marne;02;1 286;
Étaves-et-Bocquiaux;02;579;
Étouvelles;02;222;
Étréaupont;02;879;
Étreillers;02;1 230;
Étrépilly;02;115;
Étreux;02;1 507;
Évergnicourt;02;583;
Faucoucourt;02;325;
Faverolles;02;324;
Fayet;02;681;
La Fère;02;3 024;
Fère-en-Tardenois;02;3 153;
La Ferté-Chevresis;02;572;
La Ferté-Milon;02;2 258;
Fesmy-le-Sart;02;496;
Festieux;02;684;
Fieulaine;02;271;
Filain;02;132;
La Flamengrie;02;1 153;
Flavigny-le-Grand-et-Beaurain;02;488;
Flavy-le-Martel;02;1 713;
Fleury;02;142;
Fluquières;02;226;
Folembray;02;1 414;
Fonsomme;02;483;
Fontaine-lès-Clercs;02;264;
Fontaine-lès-Vervins;02;1 100;
Fontaine-Notre-Dame;02;394;
Fontaine-Uterte;02;131;
Fontenelle;02;277;
Fontenoy;02;506;
Foreste;02;170;
Fossoy;02;544;
Fourdrain;02;429;
Francilly-Selency;02;450;
Franqueville;02;119;
Fresnes-en-Tardenois;02;275;
Fresnes-sous-Coucy;02;160;
Fresnoy-le-Grand;02;3 000;
Fressancourt;02;200;
Frières-Faillouël;02;1 030;
Froidestrées;02;185;
Froidmont-Cohartille;02;274;
Gandelu;02;698;
Gauchy;02;5 394;
Gercy;02;285;
Gergny;02;141;
Germaine;02;83;
Gibercourt;02;44;
Gizy;02;690;
Gland;02;457;
Goudelancourt-lès-Berrieux;02;55;
Goudelancourt-lès-Pierrepont;02;138;
Goussancourt;02;126;
Gouy;02;571;
Grand-Rozoy;02;312;
Grand-Verly;02;140;
Grandlup-et-Fay;02;321;
Grandrieux;02;89;
Gricourt;02;1 015;
Grisolles;02;247;
Gronard;02;76;
Grougis;02;364;
Grugies;02;1 364;
Guignicourt;02;2 237;
Guise;02;4 998;
Guivry;02;257;
Guny;02;424;
Guyencourt;02;256;
Hannapes;02;317;
Happencourt;02;139;
Haramont;02;589;
Harcigny;02;246;
Hargicourt;02;596;
Harly;02;1 669;
Hartennes-et-Taux;02;395;
Hary;02;220;
Hautevesnes;02;174;
Hauteville;02;168;
Haution;02;154;
La Hérie;02;153;
Le Hérie-la-Viéville;02;354;
Hinacourt;02;27;
Hirson;02;9 338;
Holnon;02;1 439;
Homblières;02;1 514;
Houry;02;52;
Housset;02;159;
Iron;02;248;
Itancourt;02;1 070;
Iviers;02;230;
Jaulgonne;02;655;
Jeancourt;02;275;
Jeantes;02;204;
Joncourt;02;306;
Jouaignes;02;151;
Jumencourt;02;156;
Jumigny;02;65;
Jussy;02;1 264;
Juvigny;02;276;
Juvincourt-et-Damary;02;596;
Laffaux;02;152;
Laigny;02;199;
Lanchy;02;39;
Landifay-et-Bertaignemont;02;281;
Landouzy-la-Cour;02;189;
Landouzy-la-Ville;02;565;
Landricourt;02;146;
Laniscourt;02;181;
Laon;02;26 031;
Lappion;02;277;
Largny-sur-Automne;02;255;
Latilly;02;216;
Launoy;02;99;
Laval-en-Laonnois;02;253;
Lavaqueresse;02;212;
Laversine;02;164;
Lehaucourt;02;894;
Lemé;02;447;
Lempire;02;94;
Lerzy;02;212;
Leschelle;02;278;
Lesdins;02;843;
Lesges;02;105;
Lesquielles-Saint-Germain;02;816;
Leuilly-sous-Coucy;02;420;
Leury;02;107;
Leuze;02;174;
Levergies;02;558;
Lhuys;02;147;
Licy-Clignon;02;77;
Lierval;02;116;
Liesse-Notre-Dame;02;1 405;
Liez;02;410;
Limé;02;192;
Lislet;02;239;
Lizy;02;266;
Logny-lès-Aubenton;02;74;
Longpont;02;279;
Lor;02;146;
Louâtre;02;206;
Loupeigne;02;92;
Lucy-le-Bocage;02;195;
Lugny;02;109;
Luzoir;02;293;
Ly-Fontaine;02;124;
Maast-et-Violaine;02;152;
Mâchecourt;02;125;
Macogny;02;77;
Macquigny;02;378;
Magny-la-Fosse;02;126;
Maissemy;02;248;
Maizy;02;419;
La Malmaison;02;416;
Malzy;02;203;
Manicamp;02;315;
Marchais;02;434;
Marcy;02;187;
Marcy-sous-Marle;02;195;
Marest-Dampcourt;02;367;
Mareuil-en-Dôle;02;246;
Marfontaine;02;86;
Margival;02;375;
Marigny-en-Orxois;02;489;
Marizy-Saint-Mard;02;50;
Marizy-Sainte-Geneviève;02;131;
Marle;02;2 322;
Marly-Gomont;02;497;
Martigny;02;442;
Martigny-Courpierre;02;124;
Mauregny-en-Haye;02;428;
Mayot;02;212;
Mennessis;02;426;
Menneville;02;480;
Mennevret;02;655;
Mercin-et-Vaux;02;985;
Merlieux-et-Fouquerolles;02;272;
Mesbrecourt-Richecourt;02;307;
Mesnil-Saint-Laurent;02;480;
Meurival;02;52;
Mézières-sur-Oise;02;526;
Mézy-Moulins;02;533;
Missy-aux-Bois;02;102;
Missy-lès-Pierrepont;02;111;
Missy-sur-Aisne;02;658;
Molain;02;154;
Molinchart;02;342;
Monampteuil;02;137;
Monceau-le-Neuf-et-Faucouzy;02;321;
Monceau-le-Waast;02;222;
Monceau-lès-Leups;02;484;
Monceau-sur-Oise;02;129;
Mondrepuis;02;1 046;
Monnes;02;108;
Mons-en-Laonnois;02;1 201;
Mont-d'Origny;02;869;
Mont-Notre-Dame;02;745;
Mont-Saint-Jean;02;73;
Mont-Saint-Martin;02;77;
Mont-Saint-Père;02;710;
Montaigu;02;766;
Montbavin;02;47;
Montbrehain;02;841;
Montchâlons;02;77;
Montcornet;02;1 347;
Montescourt-Lizerolles;02;1 686;
Montfaucon;02;209;
Montgobert;02;198;
Montgru-Saint-Hilaire;02;34;
Monthenault;02;160;
Monthiers;02;165;
Monthurel;02;154;
Montigny-en-Arrouaise;02;301;
Montigny-l'Allier;02;281;
Montigny-le-Franc;02;147;
Montigny-Lengrain;02;712;
Montigny-lès-Condé;02;64;
Montigny-sous-Marle;02;62;
Montigny-sur-Crécy;02;332;
Montlevon;02;300;
Montloué;02;194;
Montreuil-aux-Lions;02;1 387;
Morcourt;02;593;
Morgny-en-Thiérache;02;88;
Morsain;02;443;
Mortefontaine;02;242;
Mortiers;02;190;
Moulins;02;77;
Moussy-Verneuil;02;124;
Moÿ-de-l'Aisne;02;988;
Muret-et-Crouttes;02;131;
Muscourt;02;57;
Nampcelles-la-Cour;02;124;
Nampteuil-sous-Muret;02;101;
Nanteuil-la-Fosse;02;191;
Nanteuil-Notre-Dame;02;62;
Nauroy;02;720;
Nesles-la-Montagne;02;1 236;
Neufchâtel-sur-Aisne;02;426;
Neuflieux;02;97;
Neuilly-Saint-Front;02;2 139;
Neuve-Maison;02;621;
La Neuville-Bosmont;02;192;
La Neuville-en-Beine;02;205;
La Neuville-Housset;02;70;
La Neuville-lès-Dorengt;02;388;
Neuville-Saint-Amand;02;863;
Neuville-sur-Ailette;02;107;
Neuville-sur-Margival;02;120;
Neuvillette;02;195;
Nizy-le-Comte;02;252;
Nogent-l'Artaud;02;2 224;
Nogentel;02;1 029;
Noircourt;02;83;
Noroy-sur-Ourcq;02;133;
Le Nouvion-en-Thiérache;02;2 651;
Nouvion-et-Catillon;02;484;
Nouvion-le-Comte;02;262;
Nouvion-le-Vineux;02;165;
Nouvron-Vingré;02;234;
Noyales;02;172;
Noyant-et-Aconin;02;508;
Ognes;02;1 164;
Ohis;02;321;
Oigny-en-Valois;02;158;
Oisy;02;470;
Ollezy;02;189;
Omissy;02;791;
Orainville;02;523;
Orgeval;02;68;
Origny-en-Thiérache;02;1 493;
Origny-Sainte-Benoite;02;1 712;
Osly-Courtil;02;328;
Ostel;02;78;
Oulches-la-Vallée-Foulon;02;89;
Oulchy-la-Ville;02;129;
Oulchy-le-Château;02;834;
Paars;02;307;
Paissy;02;74;
Pancy-Courtecon;02;60;
Papleux;02;125;
Parcy-et-Tigny;02;263;
Parfondeval;02;148;
Parfondru;02;363;
Pargnan;02;77;
Pargny-Filain;02;255;
Pargny-la-Dhuys;02;177;
Pargny-les-Bois;02;132;
Parpeville;02;196;
Pasly;02;1 025;
Passy-en-Valois;02;160;
Passy-sur-Marne;02;131;
Pavant;02;812;
Pernant;02;683;
Petit-Verly;02;155;
Pierremande;02;292;
Pierrepont;02;392;
Pignicourt;02;199;
Pinon;02;1 787;
Pithon;02;84;
Pleine-Selve;02;164;
Le Plessier-Huleu;02;74;
Ploisy;02;78;
Plomion;02;478;
Ployart-et-Vaurseine;02;21;
Pommiers;02;656;
Pont-Arcy;02;129;
Pont-Saint-Mard;02;206;
Pontavert;02;614;
Pontru;02;266;
Pontruet;02;347;
Pouilly-sur-Serre;02;520;
Prémont;02;719;
Prémontré;02;664;
Presles-et-Boves;02;374;
Presles-et-Thierny;02;401;
Priez;02;50;
Prisces;02;109;
Proisy;02;351;
Proix;02;149;
Prouvais;02;316;
Proviseux-et-Plesnoy;02;124;
